fecha,anio,mes,mineral,serie,unidad,fuente,precio
2003-10,2003,10,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),844.090640684972
2003-10,2003,10,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),400
2003-11,2003,11,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),139186186.186186
2003-11,2003,11,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1862505.5209963
2003-11,2003,11,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6924.26815642458
2003-11,2003,11,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),23761.8405394685
2003-11,2003,11,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10988.2693335849
2003-11,2003,11,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1126.92641632299
2003-11,2003,11,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1250
2003-11,2003,11,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1353.17911605066
2003-11,2003,11,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),844.089355274664
2003-11,2003,11,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),399.99926363382
2003-12,2003,12,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),147469517.743403
2003-12,2003,12,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2045902.81442739
2003-12,2003,12,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),7790.15618742491
2003-12,2003,12,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),25786.829451071
2003-12,2003,12,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11874.4840843557
2003-12,2003,12,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1140.03693444137
2003-12,2003,12,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1250
2003-12,2003,12,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1353.20037986705
2003-12,2003,12,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),844.090235884839
2003-12,2003,12,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),399.99938702203
2004-01,2004,1,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),145434881.087203
2004-01,2004,1,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2237986.17896603
2004-01,2004,1,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),8285.81098672221
2004-01,2004,1,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),26478.4209006928
2004-01,2004,1,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11111.0174728917
2004-01,2004,1,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1284.82665222102
2004-01,2004,1,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-01,2004,1,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.7655098125
2004-01,2004,1,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.533574270939
2004-01,2004,1,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.70743838307
2004-02,2004,2,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),143176628.609805
2004-02,2004,2,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2293203.7373531
2004-02,2004,2,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),9784.12456630278
2004-02,2004,2,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),30387.9622915156
2004-02,2004,2,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11977.7565827571
2004-02,2004,2,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1295.02225412778
2004-02,2004,2,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-02,2004,2,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.76355159697
2004-02,2004,2,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532141786464
2004-02,2004,2,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.705820645007
2004-03,2004,3,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),143877108.433735
2004-03,2004,3,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2580889.55944969
2004-03,2004,3,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),9754.81970724741
2004-03,2004,3,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),33109.4002235192
2004-03,2004,3,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12168.4286331557
2004-03,2004,3,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1294.1166216334
2004-03,2004,3,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-03,2004,3,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.76647902669
2004-03,2004,3,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.531843203594
2004-03,2004,3,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.705940444517
2004-04,2004,4,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),146252475.247525
2004-04,2004,4,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2565902.68788548
2004-04,2004,4,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),8488.46199595575
2004-04,2004,4,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),33212.6087952359
2004-04,2004,4,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11631.8070682374
2004-04,2004,4,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1324.56396335256
2004-04,2004,4,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-04,2004,4,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.76260756694
2004-04,2004,4,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532019996736
2004-04,2004,4,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.705882352941
2004-05,2004,5,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),142073886.639676
2004-05,2004,5,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2176522.20142722
2004-05,2004,5,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),9312.51134919194
2004-05,2004,5,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),31468.9543073867
2004-05,2004,5,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11837.9704301075
2004-05,2004,5,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1353.83149872989
2004-05,2004,5,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-05,2004,5,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.73187002367
2004-05,2004,5,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532230655942
2004-05,2004,5,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.706239150687
2004-06,2004,6,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),143724137.931034
2004-06,2004,6,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2153553.61528558
2004-06,2004,6,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),9907.48251748252
2004-06,2004,6,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),30586.5673118138
2004-06,2004,6,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11628.6897800056
2004-06,2004,6,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1338.79013000796
2004-06,2004,6,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-06,2004,6,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.72749391727
2004-06,2004,6,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532527956902
2004-06,2004,6,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.708078750849
2004-07,2004,7,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),146821674.876847
2004-07,2004,7,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2350874.95577915
2004-07,2004,7,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10776.3749721666
2004-07,2004,7,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),32209.5657646318
2004-07,2004,7,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11335.0605724904
2004-07,2004,7,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1348.75583203733
2004-07,2004,7,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-07,2004,7,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.73472072719
2004-07,2004,7,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532001158413
2004-07,2004,7,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.707194301188
2004-08,2004,8,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),146843148.688047
2004-08,2004,8,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2459177.75531509
2004-08,2004,8,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10503.6662749706
2004-08,2004,8,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),32432.5335215243
2004-08,2004,8,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11119.6962632385
2004-08,2004,8,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1340.09661835749
2004-08,2004,8,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-08,2004,8,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.73563607631
2004-08,2004,8,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.532596914763
2004-08,2004,8,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.706079535842
2004-09,2004,9,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),149751453.488372
2004-09,2004,9,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2370534.0555762
2004-09,2004,9,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10744.5865633075
2004-09,2004,9,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),33249.9916334795
2004-09,2004,9,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11200.9413596631
2004-09,2004,9,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1350.75540404432
2004-09,2004,9,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-09,2004,9,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.79261704682
2004-09,2004,9,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.520433189121
2004-09,2004,9,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.707152080483
2004-10,2004,10,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),153986180.210061
2004-10,2004,10,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2617425.89774114
2004-10,2004,10,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10625.3200860391
2004-10,2004,10,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),34312.3932434997
2004-10,2004,10,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12130.8912344076
2004-10,2004,10,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1339.59609711822
2004-10,2004,10,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-10,2004,10,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.79585228587
2004-10,2004,10,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.520494603969
2004-10,2004,10,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.707509801748
2004-11,2004,11,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),160381300.219138
2004-11,2004,11,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2749734.46941088
2004-11,2004,11,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11015.1122019635
2004-11,2004,11,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),35543.3113442198
2004-11,2004,11,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12470.3038261804
2004-11,2004,11,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1338.51400377304
2004-11,2004,11,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-11,2004,11,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.79400492193
2004-11,2004,11,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.521341425728
2004-11,2004,11,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.708192675107
2004-12,2004,12,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),159376072.961373
2004-12,2004,12,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2567183.37747573
2004-12,2004,12,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10926.4136413641
2004-12,2004,12,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),35253.5781975034
2004-12,2004,12,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),13227.7663633695
2004-12,2004,12,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1318.04856381404
2004-12,2004,12,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1300
2004-12,2004,12,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1537.79248142535
2004-12,2004,12,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),876.519825689261
2004-12,2004,12,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),409.708413865984
2005-01,2005,1,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),153580989.330747
2005-01,2005,1,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2409004.86806092
2005-01,2005,1,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10730.5426356589
2005-01,2005,1,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),37292.1766220555
2005-01,2005,1,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),15272.2603200215
2005-01,2005,1,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2156.07206198077
2005-01,2005,1,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19633943428
2005-01,2005,1,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25371838876
2005-01,2005,1,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000644184623
2005-01,2005,1,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.012073805245
2005-02,2005,2,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),151575407.251708
2005-02,2005,2,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2533807.87308323
2005-02,2005,2,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10892.3996058142
2005-02,2005,2,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),36254.5609125368
2005-02,2005,2,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),14776.984055219
2005-02,2005,2,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2134.02955905704
2005-02,2005,2,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19646365422
2005-02,2005,2,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25399052798
2005-02,2005,2,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000406047399
2005-02,2005,2,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.011740483835
2005-03,2005,3,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),155373355.960967
2005-03,2005,3,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2608861.13555721
2005-03,2005,3,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11203.5569105691
2005-03,2005,3,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),37643.934897379
2005-03,2005,3,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),15345.5853644933
2005-03,2005,3,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2133.2661036178
2005-03,2005,3,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19337016575
2005-03,2005,3,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25333101106
2005-03,2005,3,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000152832755
2005-03,2005,3,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.010450895219
2005-04,2005,4,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),153478130.360206
2005-04,2005,4,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2559061.47203947
2005-04,2005,4,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10962.531587411
2005-04,2005,4,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),37749.8542873796
2005-04,2005,4,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),14458.8602529214
2005-04,2005,4,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2129.85153764581
2005-04,2005,4,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19507186858
2005-04,2005,4,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25407032426
2005-04,2005,4,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000243332684
2005-04,2005,4,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.012338439164
2005-05,2005,5,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),149195901.639344
2005-05,2005,5,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2489970.89415853
2005-05,2005,5,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10849.9777282851
2005-05,2005,5,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),35677.5040675934
2005-05,2005,5,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),13655.9334620526
2005-05,2005,5,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2103.06332646687
2005-05,2005,5,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.2009569378
2005-05,2005,5,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.256930413
2005-05,2005,5,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000296024392
2005-05,2005,5,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.012312679021
2005-06,2005,6,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),149890492.359932
2005-06,2005,6,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2554277.08251156
2005-06,2005,6,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10678.8458981518
2005-06,2005,6,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38163.4137471209
2005-06,2005,6,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),13815.0670794634
2005-06,2005,6,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2074.01030539148
2005-06,2005,6,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19928825623
2005-06,2005,6,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25499342691
2005-06,2005,6,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),990.000550024751
2005-06,2005,6,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),404.011189294018
2005-07,2005,7,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),145793411.118737
2005-07,2005,7,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2420100.46751347
2005-07,2005,7,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),9130.80932245058
2005-07,2005,7,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38621.3984349645
2005-07,2005,7,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12763.9371571359
2005-07,2005,7,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2046.61730398621
2005-07,2005,7,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1220.19727047146
2005-07,2005,7,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1327.25682480785
2005-07,2005,7,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),989.999849440672
